(-0.43, 0.085, -0.454, 0.171, -0.498, 0.367, 0.582, 0.617); 1.155; 0.20727; 1.36227
(0.947, 0.091, -0.018, 0.711, 0.538, 0.141, -0.233, -0.432); 2.752; -0.20896; 2.54304
(-0.784, 0.615, -0.764, 0.495, 0.091, 0.93, 0.522, 0.947); -0.591; 1.06196; 0.47096
(-0.727, 0.001, 0.145, -0.377, 0.006, -0.286, 0.057, -0.998); -0.851; 0.03367; -0.81733
(-0.115, -0.101, -0.39, -0.201, 0.566, 0.367, -0.015, 0.295); 1.687; -0.1482; 1.5388
(-0.245, -0.592, -0.992, -0.445, 0.196, 0.763, 0.659, 0.022); 3.865; 0.2856; 4.1506
(0.974, -0.077, 0.669, -0.182, 0.489, 0.975, -0.389, -0.659); 1.525; 0.45598; 1.98098
(0.24, 0.062, -0.281, -0.993, -0.222, -0.148, -0.189, 0.722); -0.291; 0.60569; 0.31469
(0.169, 0.468, 0.796, 0.498, -0.015, 0.492, 0.281, 0.297); 5.804; 0.19428; 5.99828
(0.259, -0.186, 0.259, 0.267, 0.874, 0.565, 0.693, 0.535); 4.476; -0.86165; 3.61435
(0.631, 0.211, -0.301, -0.471, 0.416, 0.748, 0.088, -0.696); 2.825; -0.20755; 2.61745
(0.666, -0.031, -0.066, -0.909, 0.021, 0.489, -0.155, -0.29); 0.985; -0.44004; 0.54496
(0.314, -0.961, 0.014, 0.892, 0.381, -0.196, 0.378, 0.21); 1.903; 0.2548; 2.1578
(-0.582, -0.585, 0.772, -0.462, -0.85, 0.661, 0.046, -0.264); -3.181; 0.60712; -2.57388
(0.023, 0.473, -0.663, 0.306, 0.427, 0.63, -0.46, 0.219); 0.675; -0.84217; -0.16717
(-0.536, 0.122, -0.655, 0.58, 0.733, -0.341, -0.555, 0.928); 2.584; -0.35276; 2.23124
(0.413, 0.688, -0.939, 0.799, 0.245, -0.367, -0.136, 0.523); 5.115; -0.13398; 4.98102
(0.571, -0.62, 0.252, -0.669, 0.946, -0.113, 0.826, 0.456); 2.095; 0.89062; 2.98562
(0.213, -0.476, 0.053, -0.723, -0.724, 0.431, -0.278, 0.503); 0.089; 0.22235; 0.31135
(-0.519, 0.436, 0.437, -0.389, -0.787, -0.206, -0.015, -0.8); -0.169; -0.03336; -0.20236
(-0.626, -0.889, 0.195, 0.778, -0.567, -0.931, 0.408, 0.63); -1.891; -0.07678; -1.96778
(0.928, 0.226, -0.315, 0.676, -0.764, 0.385, -0.81, -0.201); 0.291; 0.55378; 0.84478
(-0.01, -0.244, -0.663, -0.537, 0.64, -0.075, 0.16, -0.576); -0.667; -0.46363; -1.13063
(0.43, -0.34, 0.187, 0.819, 0.989, -0.908, 0.595, 0.715); 1.846; 0.46846; 2.31446
(-0.361, -0.234, 0.161, 0.838, -0.2, 0.76, 0.517, -0.695); 2.77; -0.20347; 2.56653
(0.827, -0.97, -0.71, 0.33, -0.886, -0.241, -0.74, -0.074); 0.409; -0.26291; 0.14609
(0.68, 0.812, -0.929, -0.878, 0.681, -0.914, -0.453, -0.765); -7.576; 0.20581; -7.37019
(-0.818, -0.945, 0.275, 0.489, 0.374, 0.691, 0.326, -0.221); 2.529; -0.61619; 1.91281
(0.262, 0.939, 0.283, -0.514, -0.88, 0.87, 0.181, -0.301); 0.165; 0.41162; 0.57662
(0.211, 0.121, 0.044, -0.878, -0.294, -0.175, -0.601, 0.76); 0.043; 0.30482; 0.34782
(-0.152, 0.325, 0.427, 0.487, 0.442, 0.504, -0.497, 0.953); 4.551; -0.73323; 3.81777
(-0.698, 0.837, 0.709, 0.704, -0.894, -0.818, 0.626, -0.062); -1.624; -0.96489; -2.58889
(-0.259, 0.969, -0.92, 0.063, -0.113, -0.744, -0.21, 0.415); 0.755; -0.52233; 0.23267
(0.765, -0.951, 0.049, -0.819, 0.601, -0.828, -0.932, -0.232); -1.87; 0.90398; -0.96602
(0.465, -0.374, -0.74, 0.589, 0.614, 0.712, -0.393, -0.15); -1.562; -0.41913; -1.98113
(-0.509, 0.114, -0.34, -0.323, 0.567, 0.913, 0.168, -0.791); 1.881; 0.25364; 2.13464
(0.305, -0.103, 0.976, 0.439, 0.67, 0.403, 0.071, 0.794); 6.082; 0.21172; 6.29372
(0.663, -0.417, -0.686, -0.259, 0.042, -0.805, -0.309, 0.15); -2.062; -0.01068; -2.07268
(-0.913, 0.63, 0.302, -0.373, -0.403, -0.295, -0.349, 0.497); 0.906; -0.72946; 0.17654
(0.002, 0.052, -0.702, 0.829, -0.349, -0.345, -0.862, 0.959); 2.702; 0.95552; 3.65752
(-0.041, 0.826, 0.855, 0.94, 0.631, 0.851, 0.845, 0.603); 13.152; 1.13005; 14.28205
(-0.731, 0.047, 0.151, 0.985, 0.568, 0.406, 0.493, -0.277); 3.262; -0.50707; 2.75493
(0.885, 0.287, -0.195, -0.071, 0.96, 0.064, -0.664, -0.703); 2.15; -0.19565; 1.95435
(0.374, 0.126, 0.814, -0.631, -0.178, 0.456, -0.9, -0.802); -2.12; -0.42063; -2.54063
(0.091, -0.469, -0.786, -0.477, 0.264, 0.053, -0.843, -0.854); -1.753; -0.51814; -2.27114
(0.701, 0.286, -0.653, 0.724, -0.956, -0.264, 0.695, 0.421); 2.721; 0.72495; 3.44595
(-0.432, 0.783, 0.196, 0.731, 0.786, -0.149, 0.351, 0.089); 2.618; -0.37501; 2.24299
(0.889, 0.596, 0.452, 0.628, 0.996, -0.487, -0.597, 0.494); 3.571; 0.53205; 4.10305
(0.541, 0.029, -0.026, -0.193, 0.765, 0.592, 0.169, -0.92); 1.967; 0.31194; 2.27894
(0.702, -0.083, -0.62, -0.401, 0.383, -0.989, -0.76, -0.395); -3.666; 0.26013; -3.40587
(0.774, 0.494, 0.942, 0.086, 0.144, 0.103, 0.051, 0.084); 3.808; 0.52252; 4.33052
(0.637, 0.907, -0.183, 0.26, -0.384, -0.396, 0.013, 0.173); 1.784; -0.98441; 0.79959
(0.1, 0.953, -0.674, 0.273, 0.989, 0.472, 0.132, -0.263); 2.25; 0.91135; 3.16135
(-0.196, 0.873, 0.791, 0.339, 0.797, 0.85, 0.693, -0.233); 7.007; -0.84358; 6.16342
(-0.071, 0.592, -0.255, 0.499, -0.037, -0.327, -0.088, -0.767); 0.934; 0.06183; 0.99583
(-0.291, -0.17, -0.964, -0.656, -0.48, 0.716, 0.179, -0.426); 3.351; 0.62605; 3.97705
(0.995, -0.484, 0.028, 0.479, 0.383, -0.133, 0.554, -0.028); 2.481; 0.91032; 3.39132
(0.431, -0.017, 0.943, 0.432, -0.817, -0.741, 0.933, -0.542); -1.538; 0.4912; -1.0468
(-0.948, -0.494, -0.04, 0.904, -0.202, 0.447, 0.669, -0.822); 0.289; 0.84568; 1.13468
(0.224, 0.992, 0.099, 0.069, -0.307, 0.892, 0.939, -0.794); 3.01; 0.77106; 3.78106
(0.106, -0.161, 0.343, -0.763, -0.469, -0.442, -0.041, 0.587); 1.321; 0.32572; 1.64672
(0.716, 0.573, 0.354, -0.826, -0.221, 0.337, -0.412, 0.016); 0.338; 0.46234; 0.80034
(0.81, -0.768, 0.708, -0.788, -0.227, 0.811, -0.598, 0.041); -3.258; 1.00204; -2.25596
(-0.167, 0.776, 0.984, -0.423, -0.015, 0.79, 0.09, -0.571); -0.952; 0.13649; -0.81551
(0.519, -0.326, -0.028, -0.983, 0.978, 0.315, 0.852, 0.937); 2.984; 1.04435; 4.02835
(-0.465, 0.081, -0.119, 0.52, 0.685, -0.543, -0.451, 0.413); 1.279; -0.43568; 0.84332
(-0.177, -0.74, -0.609, 0.122, 0.197, 0.92, 0.066, 0.218); 0.164; 0.53987; 0.70387
(-0.702, -0.172, -0.44, 0.391, -0.466, -0.571, -0.265, -0.059); -0.429; 0.2686; -0.1604
(-0.323, 0.211, -0.638, 0.76, 0.388, 0.07, -0.884, -0.348); -0.296; 0.65966; 0.36366
(0.38, 0.29, 0.624, 0.783, -0.369, -0.013, -0.34, -0.744); 1.429; 0.30749; 1.73649
(-0.72, -0.487, -0.824, 0.078, 0.406, 0.126, 0.37, -0.548); -0.463; -0.1387; -0.6017
(-0.601, 0.135, 0.769, -0.155, -0.992, -0.96, -0.389, 0.231); 0.34; -0.20291; 0.13709
(-0.831, -0.551, 0.361, 0.97, -0.318, 0.202, 0.037, -0.954); 0.36; 0.6141; 0.9741
(-0.34, -0.721, -0.498, 0.54, 0.362, -0.918, -0.845, 0.45); 1.667; 1.07219; 2.73919
(-0.794, -0.366, -0.461, -0.9, -0.938, -0.722, -0.201, 0.867); -5.95; 0.44195; -5.50805
(0.277, -0.516, 0.359, -0.453, 0.03, -0.356, 0.897, -0.295); 1.569; 0.28192; 1.85092
(0.607, 0.282, 0.687, 0.212, 0.741, -0.19, 0.358, 0.241); 3.988; -0.13386; 3.85414
(0.055, 0.129, 0.072, -0.212, 0.797, 0.265, 0.098, -0.892); 1.361; 0.04073; 1.40173
(0.017, -0.65, -0.57, -0.131, 0.092, -0.499, -0.458, 0.06); -1.688; 0.67032; -1.01768
(-0.054, -0.193, -0.792, -0.253, 0.309, 0.088, 0.09, 0.688); 0.895; 0.27268; 1.16768
(0.446, 0.369, -0.939, -0.384, 0.365, -0.688, 0.827, -0.716); -2.052; 0.28322; -1.76878
(0.758, -0.567, 0.683, 0.696, -0.329, 0.777, -0.68, 0.698); 7.117; -0.15369; 6.96331
(-0.237, -0.121, -0.764, 0.202, -0.46, 0.334, 0.599, 0.207); -0.013; 0.23687; 0.22387
(-0.984, 0.905, 0.839, 0.286, -0.241, 0.124, 0.766, -0.081); 3.483; -0.22788; 3.25512
(0.558, 0.197, -0.155, 0.867, -0.183, 0.212, -0.893, -0.058); 1.065; -0.28639; 0.77861
(-0.925, 0.408, -0.999, -0.916, -0.778, -0.721, 0.016, -0.287); -9.219; 0.69918; -8.51982
(-0.458, 0.967, 0.818, 0.31, 0.604, 0.639, -0.51, 0.617); 5.004; -0.72551; 4.27849
(-0.52, 0.125, -0.285, -0.683, 0.554, 0.833, -0.373, 0.76); 3.054; 0.51091; 3.56491
(-0.307, 0.315, 0.992, 0.544, -0.889, -0.13, -0.247, -0.412); 0.224; 0.61395; 0.83795
(0.632, -0.118, 0.398, 0.27, 0.038, -0.888, 0.346, 0.783); 1.598; 0.75133; 2.34933
(-0.656, 0.285, -0.025, -0.318, 0.421, 0.95, -0.957, 0.795); 1.52; 0.09562; 1.61562
(-0.234, 0.668, -0.651, 0.433, -0.801, -0.329, 0.94, 0.313); 2.658; -0.20973; 2.44827
(0.569, -0.077, -0.058, -0.015, 0.546, 0.446, -0.612, -0.119); 1.677; 0.74915; 2.42615
(0.084, 0.143, 0.854, 0.679, -0.7, -0.248, -0.782, -0.948); -1.242; 0.37695; -0.86505
(-0.851, -0.634, 0.532, 0.334, 0.596, -0.423, -0.689, 0.944); 0.57; -0.11692; 0.45308
(0.652, 0.894, -0.962, -0.207, 0.268, 0.472, 0.825, 0.075); 4.199; -0.54476; 3.65424
(-0.218, -0.989, 0.608, 0.964, 0.814, 0.325, -0.315, -0.522); 3.951; -0.44399; 3.50701
(0.55, 0.871, 0.921, -0.649, 0.171, 0.026, -0.145, 0.589); 3.175; -0.46566; 2.70934
(0.872, 0.449, 0.401, 0.381, 0.307, 0.074, -0.504, 0.559); 4.037; 1.15756; 5.19456
(-0.762, 0.288, -0.226, 0.12, 0.283, -0.042, 0.956, -0.522); 1.119; 0.52159; 1.64059
(-0.976, 0.911, -0.376, -0.444, -0.169, 0.19, 0.972, 0.415); 2.141; 0.40702; 2.54802
(-0.363, 0.069, -0.103, 0.003, -0.165, -0.665, -0.209, -0.222); -0.698; -0.27839; -0.97639
(-0.599, 0.634, -0.28, -0.697, 0.134, 0.69, 0.561, 0.244); 2.939; 0.39698; 3.33598
(0.462, -0.328, -0.715, -0.49, -0.301, -0.442, -0.064, -0.702); -3.106; -1.42498; -4.53098
(-0.739, -0.495, -0.607, 0.603, 0.075, -0.603, -0.142, 0.744); 1.987; -0.52534; 1.46166
(0.155, 0.108, -0.217, -0.608, 0.251, -0.846, 0.572, -0.885); -1.678; 0.16686; -1.51114
(0.493, -0.235, 0.365, 0.182, -0.742, 0.077, -0.852, -0.518); 0.105; 0.35151; 0.45651
(-0.237, -0.429, 0.324, 0.974, -0.286, 0.677, -0.55, 0.419); 4.1; 0.59617; 4.69617
(-0.305, 0.071, -0.823, 0.655, -0.582, -0.073, -0.419, 0.62); 0.679; -0.71314; -0.03414
(0.185, 0.23, 0.509, -0.49, -0.884, 0.657, -0.369, 0.625); -0.343; -0.40909; -0.75209
(0.913, 0.258, -0.793, 0.708, 0.267, -0.508, -0.584, 0.015); 4.266; 0.87306; 5.13906
(-0.757, 0.812, 0.416, 0.639, -0.232, 0.846, -0.732, 0.433); 4.976; 0.63217; 5.60817
(-0.491, -0.993, -0.758, -0.597, 0.527, -0.244, -0.036, 0.227); -2.092; -0.38342; -2.47542
(-0.465, 0.277, 0.343, 0.843, 0.006, 0.711, 0.936, 0.538); 6.209; -0.55541; 5.65359
(-0.158, -0.456, -0.805, 0.662, -0.741, 0.119, -0.092, -0.91); -2.133; -0.21068; -2.34368
(-0.571, 0.646, 0.077, 0.849, 0.816, -0.812, 0.356, -0.915); 0.361; 1.15648; 1.51748
(-0.155, -0.116, 0.914, 0.191, -0.62, 0.019, 0.044, -0.606); 0.772; 0.40008; 1.17208
(-0.281, 0.755, 0.963, 0.554, -0.871, 0.812, -0.083, 0.668); 8.172; 0.33154; 8.50354
(-0.646, -0.705, 0.813, -0.429, -0.914, 0.002, 0.981, 0.671); 0.021; 0.1953; 0.2163
(-0.207, 0.986, 0.593, 0.684, 0.292, -0.211, 0.811, -0.059); 2.906; 0.01964; 2.92564
(0.869, 0.104, 0.82, -0.046, -0.146, 0.177, -0.365, -0.701); 1.756; 0.57083; 2.32683
(0.179, 0.702, -0.444, 0.73, 0.574, 0.551, -0.17, 0.998); 2.46; -0.41796; 2.04204
(0.582, 0.151, -0.773, 0.148, -0.971, 0.804, -0.327, -0.263); -0.698; -0.2085; -0.9065
(0.102, 0.275, 0.165, -0.03, 0.269, 0.694, -0.108, 0.0); 2.261; 0.14361; 2.40461
(0.621, -0.993, -0.679, -0.35, -0.572, 0.792, -0.704, -0.784); 0.763; -0.48599; 0.27701
(-0.366, 0.017, 0.643, 0.991, 0.704, 0.218, -0.925, -0.873); 2.771; 0.25397; 3.02497
(0.261, 0.64, -0.469, 0.938, 0.101, 0.148, 0.237, -0.85); 1.443; -0.101; 1.342
(-0.659, 0.872, -0.465, -0.833, -0.435, 0.452, -0.474, -0.579); 1.009; 1.01219; 2.02119
(-0.446, -0.039, 0.475, -0.397, 0.747, 0.952, 0.644, -0.85); 0.076; 0.0015; 0.0775
(-0.369, 0.852, 0.719, -0.733, -0.116, -0.272, 0.495, -0.943); 2.035; 0.02281; 2.05781
(-0.369, 0.5, 0.774, -0.919, 0.177, 0.327, 0.746, -0.151); -0.314; 1.61239; 1.29839
(0.946, -0.605, -0.77, -0.74, 0.173, -0.755, -0.467, -0.607); -6.34; -0.31681; -6.65681
(-0.889, 0.925, -0.33, 0.928, 0.446, -0.56, 0.865, -0.981); 2.315; 0.40587; 2.72087
(0.963, -0.935, -0.493, 0.104, -0.982, 0.529, -0.831, 0.634); 1.561; 0.07698; 1.63798
(-0.93, 0.056, -0.581, -0.422, -0.019, -0.257, -0.216, 0.307); -1.561; 0.49034; -1.07066
(-0.61, -0.637, 0.369, -0.406, 0.866, -0.148, -0.052, -0.954); 0.46; 0.80723; 1.26723
(-0.959, -0.79, 0.251, 0.329, 0.904, -0.135, 0.415, -0.313); 1.811; -1.11702; 0.69398
(-0.852, -0.16, 0.403, 0.608, 0.904, 0.664, 0.127, 0.101); 4.526; 0.48147; 5.00747
(0.002, -0.045, 0.361, 0.151, 0.714, -0.1, -0.058, 0.664); 2.654; -0.82889; 1.82511
(0.351, 0.049, 0.127, 0.611, 0.215, -0.482, -0.38, 0.209); 1.306; -0.46669; 0.83931
(-0.908, -0.085, 0.784, -0.536, -0.112, 0.399, 0.851, 0.393); 0.17; -0.58848; -0.41848
(0.252, -0.232, -0.125, 0.284, -0.287, 0.57, -0.984, 0.503); 0.849; 1.42936; 2.27836
(0.484, -0.387, -0.97, -0.324, 0.178, 0.574, 0.741, -0.583); 2.512; 0.21656; 2.72856
(-0.837, -0.76, 0.978, 0.291, -0.743, 0.382, 0.919, 0.215); 1.413; 0.81025; 2.22325
(-0.535, 0.925, 0.401, -0.634, 0.532, 0.008, 0.148, -0.268); 0.946; 0.5686; 1.5146
(-0.412, -0.159, 0.053, -0.077, 0.733, -0.852, -0.602, 0.875); 0.509; 0.73435; 1.24335
(0.216, 0.235, 0.259, -0.513, -0.211, -0.58, -0.696, 0.979); 1.399; -0.62849; 0.77051
(0.488, 0.758, -0.997, 0.409, -0.385, -0.004, 0.351, -0.938); 0.435; -0.05662; 0.37838
(-0.258, 0.108, 0.749, 0.026, -0.365, 0.208, 0.167, -0.415); 1.287; -0.20676; 1.08024
(0.096, -0.448, -0.977, -0.379, -0.827, -0.016, 0.002, 0.74); -0.945; -0.48339; -1.42839
(0.496, 0.499, 0.979, -0.471, -0.255, -0.539, -0.795, 0.03); 3.305; 0.16219; 3.46719
(0.023, -0.741, 0.845, 0.957, -0.863, -0.994, -0.876, 0.463); -8.324; 0.64935; -7.67465
(0.705, -0.868, -0.982, 0.076, -0.335, -0.963, -0.982, -0.577); -1.734; 0.67789; -1.05611
(-0.6, -0.409, 0.101, -0.497, -0.533, -0.579, 0.774, -0.523); -1.309; -0.06037; -1.36937
(0.111, -0.095, -0.337, -0.186, -0.968, -0.63, 0.28, 0.523); -1.005; 0.57859; -0.42641
(-0.563, -0.647, 0.811, -0.804, 0.59, 0.756, -0.707, 0.666); -3.324; -0.4151; -3.7391
(-0.7, -0.914, -0.428, -0.311, 0.179, -0.115, 0.587, 0.33); -0.334; -1.30443; -1.63843
(-0.762, -0.595, 0.492, -0.768, 0.905, 0.623, -0.56, -0.428); -1.457; 0.72045; -0.73655
(-0.496, -0.154, -0.503, -0.935, -0.496, -0.61, -0.3, -0.091); -5.496; -1.05428; -6.55028
(0.749, 0.319, 0.231, 0.729, -0.227, -0.148, -0.511, 0.66); 2.396; 1.33048; 3.72648
(0.755, 0.822, 0.21, -0.772, -0.855, 0.595, 0.771, 0.065); 0.452; 0.24683; 0.69883
(0.842, 0.862, 0.51, -0.259, -0.087, -0.296, -0.208, -0.057); 2.419; -0.11503; 2.30397
(-0.966, -0.745, -0.664, 0.134, 0.743, 0.423, -0.701, -0.085); -0.268; -0.56339; -0.83139
(0.255, -0.73, -0.841, 0.224, -0.529, 0.29, -0.657, 0.712); -0.532; 0.57311; 0.04111
(-0.381, -0.143, 0.1, 0.773, 0.833, 0.69, 0.369, -0.862); 3.162; 0.25002; 3.41202
(-0.626, 0.069, 0.97, 0.452, -0.617, -0.288, 0.925, 0.015); 0.667; 1.21955; 1.88655
(0.741, 0.716, 0.564, 0.254, 0.332, -0.316, -0.759, 0.897); 3.318; 0.03131; 3.34931
(-0.935, -0.458, 0.228, 0.93, -0.58, -0.506, 0.696, -0.346); -1.502; -0.67551; -2.17751
(-0.194, -0.281, -0.901, 0.884, 0.395, -0.986, -0.806, -0.729); 6.18; -1.39482; 4.78518
(-0.262, 0.781, -0.718, -0.544, -0.377, 0.021, 0.802, 0.079); 1.067; 0.5502; 1.6172
(0.807, 0.084, -0.136, 0.743, 0.162, -0.05, 0.025, -0.289); 2.469; -0.6974; 1.7716
(-0.134, -0.852, -0.59, 0.526, -0.733, -0.584, -0.673, -0.274); -0.615; 0.55944; -0.05556
(-0.901, -0.279, 0.219, 0.356, 0.735, -0.826, 0.288, -0.607); -0.403; 0.31548; -0.08752
(-0.315, 0.15, 0.676, 0.341, 0.971, -0.964, -0.368, -0.039); -0.763; 0.16703; -0.59597
(-0.928, -0.895, -0.266, 0.118, -0.729, -0.863, -0.362, 0.483); -3.297; -0.16108; -3.45808
(0.134, 0.994, 0.21, 0.781, 0.146, -0.038, -0.169, -0.857); 2.426; 0.54874; 2.97474
(-0.874, 0.317, 0.718, -0.962, -0.64, -0.345, -0.374, 0.668); 2.205; 0.14721; 2.35221
(-0.495, -0.388, -0.025, 0.902, -0.411, 0.267, -0.903, -0.137); -0.413; 0.33899; -0.07401
(0.854, -0.565, -0.287, 0.308, 0.131, 0.152, 0.217, 0.351); 1.766; -0.04173; 1.72427
(-0.355, -0.297, -0.206, 0.045, 0.134, 0.748, -0.208, -0.102); 0.715; 0.39499; 1.10999
(0.665, 0.942, -0.514, 0.461, -0.505, 0.482, -0.923, 0.014); -0.227; -0.16234; -0.38934
(0.14, 0.399, 0.834, 0.59, 0.126, -0.006, -0.974, 0.105); 2.342; 0.40309; 2.74509
(0.124, 0.484, -0.669, 0.177, -0.897, 0.452, 0.643, -0.124); 0.532; 0.53538; 1.06738
(0.375, 0.325, -0.393, -0.824, 0.516, -0.286, -0.677, -0.116); -0.726; -0.24826; -0.97426
